FromStationCode,ToStationCode,DistanceMiles,DistanceMinutes
A10,K03,10.59,38.0
A10,K04,10.93,40.0
A10,K05,12.35,44.0
A10,K06,13.37,47.0
A10,K07,15.67,51.0
A10,K08,17.93,54.0
A10,N01,14.47,52.0
A10,N02,15.11,54.0
A10,N03,15.73,56.0
A10,N04,16.1,58.0
A10,N06,21.23,66.0
A10,N07,22.27,68.0
A10,N08,23.61,71.0
A10,N09,25.22,74.0
A10,N10,27.16,78.0
A10,N11,28.82,84.0
A10,N12,30.63,88.0
A11,A01,10.34,23.0
A11,A02,9.67,21.0
A11,A03,9.16,19.0
A11,A04,7.97,17.0
A11,A05,7.26,14.0
A11,A06,6.63,12.0
A11,A07,5.76,10.0
A11,A08,4.99,8.0
A11,A09,3.27,5.0
A11,A10,2.23,3.0
A11,A12,1.38,3.0
A11,A13,2.48,6.0
A11,A14,4.45,9.0
A11,A15,7.1,13.0
A11,B01,10.54,25.0
A11,B02,10.86,27.0
A11,B03,11.27,29.0
A11,B04,11.64,33.0
A11,B05,11.77,35.0
A11,B06,11.78,38.0
A11,B07,11.87,41.0
A11,B08,11.94,44.0
A11,B09,12.18,47.0
A11,B10,12.74,50.0
A11,B11,13.9,54.0
A11,B35,11.39,31.0
A11,C01,10.34,23.0
A11,C02,10.41,29.0
A11,C03,10.53,30.0
A11,C04,10.72,32.0
A11,C05,11.41,35.0
A11,C06,12.3,37.0
A11,C07,12.81,38.0
A11,C08,13.33,39.0
A11,C09,13.88,41.0
A11,C10,14.35,43.0
A11,C11,15.82,46.0
A11,C12,17.14,48.0
A11,C13,17.69,50.0
A11,C14,18.22,52.0
A11,C15,18.7,53.0
A11,D01,10.63,29.0
A11,D02,10.98,31.0
A11,D03,11.41,33.0
A11,D04,11.64,35.0
A11,D05,12.06,37.0
A11,D06,12.45,39.0
A11,D07,13.01,41.0
A11,D08,13.32,42.0
A11,D09,14.56,46.0
A11,D10,15.0,48.0
A11,D11,15.78,50.0
A11,D12,16.94,53.0
A11,D13,17.9,56.0
A11,E01,10.58,32.0
A11,E02,10.61,33.0
A11,E03,10.67,35.0
A11,E04,10.73,37.0
A11,E05,11.02,40.0
A11,E06,11.78,38.0
A11,E07,13.38,46.0
A11,E08,14.13,49.0
A11,E09,15.61,52.0
A11,E10,17.02,55.0
A11,F01,10.54,25.0
A11,F02,10.89,31.0
A11,F03,11.41,33.0
A11,F04,12.12,35.0
A11,F05,12.57,37.0
A11,F06,13.69,39.0
A11,F07,14.97,42.0
A11,F08,15.8,44.0
A11,F09,16.38,47.0
A11,F10,17.65,49.0
A11,F11,19.35,52.0
A11,G01,15.14,45.0
A11,G02,16.42,48.0
A11,G03,17.33,51.0
A11,G04,18.5,54.0
A11,G05,19.57,57.0
A11,J02,19.8,57.0
A11,J03,22.84,63.0
A11,K01,12.09,38.0
A11,K02,12.45,40.0
A11,K03,12.79,41.0
A11,K04,13.12,43.0
A11,K05,14.43,47.0
A11,K06,15.31,50.0
A11,K07,17.54,54.0
A11,K08,19.69,57.0
A11,N01,16.23,55.0
A11,N02,16.84,57.0
A11,N03,17.43,59.0
A11,N04,17.72,61.0
A11,N06,22.52,69.0
A11,N07,23.52,71.0
A11,N08,24.82,74.0
A11,N09,26.37,77.0
A11,N10,28.32,81.0
A11,N11,29.83,87.0
A11,N12,31.58,91.0
A12,A01,11.72,26.0
A12,A02,11.05,24.0
A12,A03,10.54,22.0
A12,A04,9.35,20.0
A12,A05,8.64,17.0
A12,A06,8.02,15.0
A12,A07,7.14,13.0
A12,A08,6.36,11.0
A12,A09,4.65,8.0
A12,A10,3.6,6.0
A12,A11,1.38,3.0
A12,A13,1.09,3.0
A12,A14,3.08,6.0
A12,A15,5.73,10.0
A12,B01,11.92,28.0
A12,B02,12.24,30.0
A12,B03,12.64,32.0
A12,B04,13.0,36.0
A12,B05,13.12,38.0
A12,B06,13.11,41.0
A12,B07,13.18,44.0
A12,B08,13.21,47.0
A12,B09,13.36,50.0
A12,B10,13.69,53.0
A12,B11,14.5,57.0
A12,B35,12.76,34.0
A12,C01,11.72,26.0
A12,C02,11.79,32.0
A12,C03,11.91,33.0
A12,C04,12.11,35.0
A12,C05,12.78,38.0
A12,C06,13.68,40.0
A12,C07,14.19,41.0
A12,C08,14.71,42.0
A12,C09,15.26,44.0
A12,C10,15.73,46.0
A12,C11,17.2,49.0
A12,C12,18.52,51.0
A12,C13,19.06,53.0
A12,C14,19.59,55.0
A12,C15,20.06,56.0
A12,D01,12.01,32.0
A12,D02,12.37,34.0
A12,D03,12.8,36.0
A12,D04,13.02,38.0
A12,D05,13.44,40.0
A12,D06,13.83,42.0
A12,D07,14.38,44.0
A12,D08,14.69,45.0
A12,D09,15.89,49.0
A12,D10,16.32,51.0
A12,D11,17.07,53.0
A12,D12,18.18,56.0
A12,D13,19.09,59.0
A12,E01,11.96,35.0
A12,E02,11.98,36.0
A12,E03,12.05,38.0
A12,E04,12.11,40.0
A12,E05,12.39,43.0
A12,E06,13.11,41.0
A12,E07,14.66,49.0
A12,E08,15.37,52.0
A12,E09,16.78,55.0
A12,E10,18.06,58.0
A12,F01,11.92,28.0
A12,F02,12.27,34.0
A12,F03,12.8,36.0
A12,F04,13.51,38.0
A12,F05,13.95,40.0
A12,F06,15.07,42.0
A12,F07,16.35,45.0
A12,F08,17.18,47.0
A12,F09,17.75,50.0
A12,F10,19.01,52.0
A12,F11,20.71,55.0
A12,G01,16.47,48.0
A12,G02,17.74,51.0
A12,G03,18.64,54.0
A12,G04,19.78,57.0
A12,G05,20.82,60.0
A12,J02,21.13,60.0
A12,J03,24.13,66.0
A12,K01,13.45,41.0
A12,K02,13.8,43.0
A12,K03,14.14,44.0
A12,K04,14.45,46.0
A12,K05,15.69,50.0
A12,K06,16.49,53.0
A12,K07,18.66,57.0
A12,K08,20.74,60.0
A12,N01,17.32,58.0
A12,N02,17.91,60.0
A12,N03,18.46,62.0
A12,N04,18.72,64.0
A12,N06,23.29,72.0
A12,N07,24.25,74.0
A12,N08,25.53,77.0
A12,N09,27.04,80.0
A12,N10,28.97,84.0
A12,N11,30.39,90.0
A12,N12,32.11,94.0
A13,A01,12.81,29.0
A13,A02,12.14,27.0
A13,A03,11.63,25.0
A13,A04,10.44,23.0
A13,A05,9.74,20.0
A13,A06,9.11,18.0
A13,A07,8.23,16.0
A13,A08,7.45,14.0
A13,A09,5.73,11.0
A13,A10,4.69,9.0
A13,A11,2.48,6.0
A13,A12,1.09,3.0
A13,A14,2.0,3.0
A13,A15,4.64,7.0
A13,B01,13.01,31.0
A13,B02,13.34,33.0
A13,B03,13.74,35.0
A13,B04,14.08,39.0
A13,B05,14.19,41.0
A13,B06,14.18,44.0
A13,B07,14.24,47.0
A13,B08,14.26,50.0
A13,B09,14.38,53.0
A13,B10,14.61,56.0
A13,B11,15.21,60.0
A13,B35,13.85,37.0
A13,C01,12.81,29.0
A13,C02,12.89,35.0
A13,C03,13.0,36.0
A13,C04,13.2,38.0
A13,C05,13.86,41.0
A13,C06,14.77,43.0
A13,C07,15.28,44.0
A13,C08,15.79,45.0
A13,C09,16.35,47.0
A13,C10,16.82,49.0
A13,C11,18.29,52.0
A13,C12,19.6,54.0
A13,C13,20.14,56.0
A13,C14,20.66,58.0
A13,C15,21.13,59.0
A13,D01,13.1,35.0
A13,D02,13.46,37.0
A13,D03,13.89,39.0
A13,D04,14.12,41.0
A13,D05,14.53,43.0
A13,D06,14.92,45.0
A13,D07,15.47,47.0
A13,D08,15.77,48.0
A13,D09,16.97,52.0
A13,D10,17.38,54.0
A13,D11,18.11,56.0
A13,D12,19.19,59.0
A13,D13,20.08,62.0
A13,E01,13.05,38.0
A13,E02,13.08,39.0
A13,E03,13.14,41.0
A13,E04,13.21,43.0
A13,E05,13.47,46.0
A13,E06,14.18,44.0
A13,E07,15.71,52.0
A13,E08,16.39,55.0
A13,E09,17.76,58.0
A13,E10,18.96,61.0
A13,F01,13.01,31.0
A13,F02,13.36,37.0
A13,F03,13.89,39.0
A13,F04,14.6,41.0
A13,F05,15.05,43.0
A13,F06,16.17,45.0
A13,F07,17.45,48.0
A13,F08,18.27,50.0
A13,F09,18.84,53.0
A13,F10,20.1,55.0
A13,F11,21.79,58.0
A13,G01,17.54,51.0
A13,G02,18.8,54.0
A13,G03,19.69,57.0
A13,G04,20.81,60.0
A13,G05,21.85,63.0
A13,J02,22.16,63.0
A13,J03,25.14,69.0
A13,K01,14.53,44.0
A13,K02,14.87,46.0
A13,K03,15.2,47.0
A13,K04,15.5,49.0
A13,K05,16.69,53.0
A13,K06,17.43,56.0
A13,K07,19.56,60.0
A13,K08,21.57,63.0
A13,N01,18.2,61.0
A13,N02,18.77,63.0
A13,N03,19.3,65.0
A13,N04,19.53,67.0
A13,N06,23.92,75.0
A13,N07,24.85,77.0
A13,N08,26.11,80.0
A13,N09,27.58,83.0
A13,N10,29.5,87.0
A13,N11,30.85,93.0
A13,N12,32.53,97.0
A14,A01,14.77,32.0
A14,A02,14.1,30.0
A14,A03,13.58,28.0
A14,A04,12.39,26.0
A14,A05,11.69,23.0
A14,A06,11.06,21.0
A14,A07,10.15,19.0
A14,A08,9.37,17.0
A14,A09,7.66,14.0
A14,A10,6.63,12.0
A14,A11,4.45,9.0
A14,A12,3.08,6.0
A14,A13,2.0,3.0
A14,A15,2.67,4.0
A14,B01,14.98,34.0
A14,B02,15.31,36.0
A14,B03,15.72,38.0
A14,B04,16.08,42.0
A14,B05,16.2,44.0
A14,B06,16.19,47.0
A14,B07,16.24,50.0
A14,B08,16.27,53.0
A14,B09,16.38,56.0
A14,B10,16.56,59.0
A14,B11,17.01,63.0
A14,B35,15.84,40.0
A14,C01,14.77,32.0
A14,C02,14.84,38.0
A14,C03,14.95,39.0
A14,C04,15.13,41.0
A14,C05,15.76,44.0
A14,C06,16.67,46.0
A14,C07,17.19,47.0
A14,C08,17.69,48.0
A14,C09,18.26,50.0
A14,C10,18.73,52.0
A14,C11,20.19,55.0
A14,C12,21.48,57.0
A14,C13,22.01,59.0
A14,C14,22.51,61.0
A14,C15,22.98,62.0
A14,D01,15.06,38.0
A14,D02,15.41,40.0
A14,D03,15.85,42.0
A14,D04,16.08,44.0
A14,D05,16.51,46.0
A14,D06,16.9,48.0
A14,D07,17.45,50.0
A14,D08,17.77,51.0
A14,D09,18.97,55.0
A14,D10,19.39,57.0
A14,D11,20.11,59.0
A14,D12,21.18,62.0
A14,D13,22.04,65.0
A14,E01,15.02,41.0
A14,E02,15.05,42.0
A14,E03,15.11,44.0
A14,E04,15.18,46.0
A14,E05,15.46,49.0
A14,E06,16.19,47.0
A14,E07,17.71,55.0
A14,E08,18.38,58.0
A14,E09,19.72,61.0
A14,E10,20.84,64.0
A14,F01,14.98,34.0
A14,F02,15.33,40.0
A14,F03,15.85,42.0
A14,F04,16.56,44.0
A14,F05,17.02,46.0
A14,F06,18.14,48.0
A14,F07,19.41,51.0
A14,F08,20.25,53.0
A14,F09,20.83,56.0
A14,F10,22.09,58.0
A14,F11,23.79,61.0
A14,G01,19.55,54.0
A14,G02,20.8,57.0
A14,G03,21.7,60.0
A14,G04,22.81,63.0
A14,G05,23.83,66.0
A14,J02,23.92,66.0
A14,J03,26.82,72.0
A14,K01,16.39,47.0
A14,K02,16.71,49.0
A14,K03,17.02,50.0
A14,K04,17.3,52.0
A14,K05,18.37,56.0
A14,K06,18.99,59.0
A14,K07,21.01,63.0
A14,K08,22.9,66.0
A14,N01,19.64,64.0
A14,N02,20.18,66.0
A14,N03,20.65,68.0
A14,N04,20.83,70.0
A14,N06,24.85,78.0
A14,N07,25.71,80.0
A14,N08,26.93,83.0
A14,N09,28.32,86.0
A14,N10,30.22,90.0
A14,N11,31.44,96.0
A14,N12,33.06,100.0
A15,A01,17.44,36.0
A15,A02,16.76,34.0
A15,A03,16.25,32.0
A15,A04,15.06,30.0
A15,A05,14.35,27.0
A15,A06,13.72,25.0
A15,A07,12.81,23.0
A15,A08,12.04,21.0
A15,A09,10.32,18.0
A15,A10,9.29,16.0
A15,A11,7.1,13.0
A15,A12,5.73,10.0
A15,A13,4.64,7.0
A15,A14,2.67,4.0
A15,B01,17.64,38.0
A15,B02,17.97,40.0
A15,B03,18.37,42.0
A15,B04,18.71,46.0
A15,B05,18.82,48.0
A15,B06,18.8,51.0
A15,B07,18.84,54.0
A15,B08,18.85,57.0
A15,B09,18.93,60.0
A15,B10,19.04,63.0
A15,B11,19.33,67.0
A15,B35,18.49,44.0
A15,C01,17.44,36.0
A15,C02,17.51,42.0
A15,C03,17.62,43.0
A15,C04,17.8,45.0
A15,C05,18.42,48.0
A15,C06,19.33,50.0
A15,C07,19.85,51.0
A15,C08,20.35,52.0
A15,C09,20.92,54.0
A15,C10,21.4,56.0
A15,C11,22.85,59.0
A15,C12,24.14,61.0
A15,C13,24.66,63.0
A15,C14,25.16,65.0
A15,C15,25.62,66.0
A15,D01,17.72,42.0
A15,D02,18.08,44.0
A15,D03,18.51,46.0
A15,D04,18.74,48.0
A15,D05,19.17,50.0
A15,D06,19.55,52.0
A15,D07,20.1,54.0
A15,D08,20.41,55.0
A15,D09,21.58,59.0
A15,D10,21.97,61.0
A15,D11,22.67,63.0
A15,D12,23.68,66.0
A15,D13,24.49,69.0
A15,E01,17.68,45.0
A15,E02,17.71,46.0
A15,E03,17.77,48.0
A15,E04,17.84,50.0
A15,E05,18.11,53.0
A15,E06,18.8,51.0
A15,E07,20.27,59.0
A15,E08,20.9,62.0
A15,E09,22.16,65.0
A15,E10,23.16,68.0
A15,F01,17.64,38.0
A15,F02,17.99,44.0
A15,F03,18.51,46.0
A15,F04,19.22,48.0
A15,F05,19.68,50.0
A15,F06,20.8,52.0
A15,F07,22.07,55.0
A15,F08,22.91,57.0
A15,F09,23.48,60.0
A15,F10,24.73,62.0
A15,F11,26.42,65.0
A15,G01,22.16,58.0
A15,G02,23.39,61.0
A15,G03,24.27,64.0
A15,G04,25.35,67.0
A15,G05,26.34,70.0
A15,J02,26.52,70.0
A15,J03,29.38,76.0
A15,K01,19.04,51.0
A15,K02,19.36,53.0
A15,K03,19.66,54.0
A15,K04,19.93,56.0
A15,K05,20.93,60.0
A15,K06,21.49,63.0
A15,K07,23.42,67.0
A15,K08,25.19,70.0
A15,N01,22.05,68.0
A15,N02,22.56,70.0
A15,N03,23.0,72.0
A15,N04,23.14,74.0
A15,N06,26.75,82.0
A15,N07,27.53,84.0
A15,N08,28.67,87.0
A15,N09,29.95,90.0
A15,N10,31.8,94.0
A15,N11,32.84,100.0
A15,N12,34.36,104.0
B01,A01,0.29,2.0
B01,A02,1.02,4.0
B01,A03,1.48,6.0
B01,A04,2.63,8.0
B01,A05,3.32,11.0
B01,A06,3.95,13.0
B01,A07,4.93,15.0
B01,A08,5.69,17.0
B01,A09,7.36,20.0
B01,A10,8.36,22.0
B01,A11,10.54,25.0
B01,A12,11.92,28.0
B01,A13,13.01,31.0
B01,A14,14.98,34.0
B01,A15,17.64,38.0
B01,B02,0.36,2.0
B01,B03,0.92,4.0
B01,B04,2.45,8.0
B01,B05,3.24,10.0
B01,B06,4.36,13.0
B01,B07,6.08,16.0
B01,B08,7.41,19.0
B01,B09,9.01,22.0
B01,B10,10.61,25.0
B01,B11,12.34,29.0
B01,B35,1.44,6.0
B01,C01,0.29,2.0
B01,C02,0.67,8.0
B01,C03,1.05,9.0
B01,C04,1.56,11.0
B01,C05,2.78,14.0
B01,C06,3.14,16.0
B01,C07,2.95,8.0
B01,C08,3.54,9.0
B01,C09,3.88,11.0
B01,C10,4.22,13.0
B01,C11,5.72,16.0
B01,C12,7.12,18.0
B01,C13,7.75,20.0
B01,C14,8.4,22.0
B01,C15,8.91,23.0
B01,D01,0.5,8.0
B01,D02,0.86,10.0
B01,D03,0.91,3.0
B01,D04,1.11,10.0
B01,D05,1.56,12.0
B01,D06,2.01,14.0
B01,D07,2.62,16.0
B01,D08,3.1,17.0
B01,D09,4.91,21.0
B01,D10,5.69,23.0
B01,D11,6.81,25.0
B01,D12,8.55,28.0
B01,D13,9.94,31.0
B01,E01,0.57,2.0
B01,E02,1.04,3.0
B01,E03,1.42,5.0
B01,E04,2.25,7.0
B01,E05,3.0,10.0
B01,E06,4.36,13.0
B01,E07,5.85,16.0
B01,E08,6.97,19.0
B01,E09,8.78,22.0
B01,E10,11.18,25.0
B01,F01,,
B01,F02,0.36,1.0
B01,F03,0.91,3.0
B01,F04,1.62,5.0
B01,F05,2.04,7.0
B01,F06,3.16,9.0
B01,F07,4.44,12.0
B01,F08,5.28,14.0
B01,F09,5.96,17.0
B01,F10,7.31,19.0
B01,F11,9.01,22.0
B01,G01,5.36,20.0
B01,G02,6.82,23.0
B01,G03,7.8,26.0
B01,G04,9.26,29.0
B01,G05,10.57,32.0
B01,J02,10.81,30.0
B01,J03,14.12,36.0
B01,K01,3.79,17.0
B01,K02,4.29,19.0
B01,K03,4.75,20.0
B01,K04,5.3,22.0
B01,K05,7.69,26.0
B01,K06,9.57,29.0
B01,K07,11.82,33.0
B01,K08,14.3,36.0
B01,N01,11.52,34.0
B01,N02,12.12,36.0
B01,N03,12.83,38.0
B01,N04,13.42,40.0
B01,N06,19.07,48.0
B01,N07,20.19,50.0
B01,N08,21.53,53.0
B01,N09,23.24,56.0
B01,N10,25.12,60.0
B01,N11,27.15,66.0
B01,N12,29.06,70.0
B02,A01,0.64,4.0
B02,A02,1.38,6.0
B02,A03,1.84,8.0
B02,A04,2.98,10.0
B02,A05,3.67,13.0
B02,A06,4.29,15.0
B02,A07,5.28,17.0
B02,A08,6.04,19.0
B02,A09,7.7,22.0
B02,A10,8.7,24.0
B02,A11,10.86,27.0
B02,A12,12.24,30.0
B02,A13,13.34,33.0
B02,A14,15.31,36.0
B02,A15,17.97,40.0
B02,B01,0.36,2.0
B02,B03,0.58,2.0
B02,B04,2.22,6.0
B02,B05,3.04,8.0
B02,B06,4.26,11.0
B02,B07,6.01,14.0
B02,B08,7.35,17.0
B02,B09,8.96,20.0
B02,B10,10.57,23.0
B02,B11,12.29,27.0
B02,B35,1.17,4.0
B02,C01,0.64,4.0
B02,C02,1.04,10.0
B02,C03,1.41,11.0
B02,C04,1.92,13.0
B02,C05,3.13,16.0
B02,C06,3.45,18.0
B02,C07,3.18,15.0
B02,C08,3.76,16.0
B02,C09,4.08,18.0
B02,C10,4.4,20.0
B02,C11,5.88,23.0
B02,C12,7.28,25.0
B02,C13,7.91,27.0
B02,C14,8.57,29.0
B02,C15,9.09,30.0
B02,D01,0.79,10.0
B02,D02,1.08,12.0
B02,D03,1.05,10.0
B02,D04,1.2,16.0
B02,D05,1.59,18.0
B02,D06,2.04,20.0
B02,D07,2.65,22.0
B02,D08,3.14,23.0
B02,D09,4.96,27.0
B02,D10,5.75,29.0
B02,D11,6.88,31.0
B02,D12,8.63,34.0
B02,D13,10.03,37.0
B02,E01,0.85,9.0
B02,E02,1.32,10.0
B02,E03,1.72,12.0
B02,E04,2.56,14.0
B02,E05,3.28,17.0
B02,E06,4.26,11.0
B02,E07,5.69,19.0
B02,E08,6.81,22.0
B02,E09,8.61,25.0
B02,E10,11.01,28.0
B02,F01,0.36,2.0
B02,F02,0.54,8.0
B02,F03,1.05,10.0
B02,F04,1.72,12.0
B02,F05,2.1,14.0
B02,F06,3.22,16.0
B02,F07,4.5,19.0
B02,F08,5.33,21.0
B02,F09,5.99,24.0
B02,F10,7.35,26.0
B02,F11,9.04,29.0
B02,G01,5.41,26.0
B02,G02,6.87,29.0
B02,G03,7.84,32.0
B02,G04,9.31,35.0
B02,G05,10.62,38.0
B02,J02,11.03,37.0
B02,J03,14.34,43.0
B02,K01,4.13,19.0
B02,K02,4.62,21.0
B02,K03,5.07,22.0
B02,K04,5.63,24.0
B02,K05,8.03,28.0
B02,K06,9.92,31.0
B02,K07,12.16,35.0
B02,K08,14.64,38.0
B02,N01,11.88,36.0
B02,N02,12.48,38.0
B02,N03,13.19,40.0
B02,N04,13.78,42.0
B02,N06,19.43,50.0
B02,N07,20.55,52.0
B02,N08,21.89,55.0
B02,N09,23.6,58.0
B02,N10,25.48,62.0
B02,N11,27.52,68.0
B02,N12,29.42,72.0
B03,A01,1.21,6.0
B03,A02,1.94,8.0
B03,A03,2.37,10.0
B03,A04,3.46,12.0
B03,A05,4.13,15.0
B03,A06,4.74,17.0
B03,A07,5.75,19.0
B03,A08,6.5,21.0
B03,A09,8.13,24.0
B03,A10,9.12,26.0
B03,A11,11.27,29.0
B03,A12,12.64,32.0
B03,A13,13.74,35.0
B03,A14,15.72,38.0
B03,A15,18.37,42.0
B03,B01,0.92,4.0
B03,B02,0.58,2.0
B03,B04,1.74,4.0
B03,B05,2.58,6.0
B03,B06,3.86,9.0
B03,B07,5.66,12.0
B03,B08,7.02,15.0
B03,B09,8.65,18.0
B03,B10,10.25,21.0
B03,B11,11.97,25.0
B03,B35,0.67,2.0
B03,C01,1.21,6.0
B03,C02,1.59,12.0
B03,C03,1.97,13.0
B03,C04,2.49,15.0
B03,C05,3.71,18.0
B03,C06,4.03,20.0
B03,C07,3.72,17.0
B03,C08,4.3,18.0
B03,C09,4.59,20.0
B03,C10,4.88,22.0
B03,C11,6.34,25.0
B03,C12,7.73,27.0
B03,C13,8.38,29.0
B03,C14,9.04,31.0
B03,C15,9.56,32.0
B03,D01,1.37,12.0
B03,D02,1.64,14.0
B03,D03,1.55,12.0
B03,D04,1.62,18.0
B03,D05,1.86,20.0
B03,D06,2.22,22.0
B03,D07,2.8,24.0
B03,D08,3.24,25.0
B03,D09,5.03,29.0
B03,D10,5.82,31.0
B03,D11,6.95,33.0
B03,D12,8.7,36.0
B03,D13,10.11,39.0
B03,E01,1.29,11.0
B03,E02,1.71,12.0
B03,E03,2.13,14.0
B03,E04,2.96,16.0
B03,E05,3.61,17.0
B03,E06,3.86,9.0
B03,E07,5.21,17.0
B03,E08,6.31,20.0
B03,E09,8.09,23.0
B03,E10,10.51,26.0
B03,F01,0.92,4.0
B03,F02,1.1,10.0
B03,F03,1.55,12.0
B03,F04,2.14,14.0
B03,F05,2.41,16.0
B03,F06,3.49,18.0
B03,F07,4.78,21.0
B03,F08,5.58,23.0
B03,F09,6.18,26.0
B03,F10,7.51,28.0
B03,F11,9.21,31.0
B03,G01,5.49,28.0
B03,G02,6.94,31.0
B03,G03,7.92,34.0
B03,G04,9.38,37.0
B03,G05,10.69,40.0
B03,J02,11.56,39.0
B03,J03,14.87,45.0
B03,K01,4.71,21.0
B03,K02,5.2,23.0
B03,K03,5.65,24.0
B03,K04,6.21,26.0
B03,K05,8.61,30.0
B03,K06,10.5,33.0
B03,K07,12.74,37.0
B03,K08,15.22,40.0
B03,N01,12.44,38.0
B03,N02,13.05,40.0
B03,N03,13.76,42.0
B03,N04,14.35,44.0
B03,N06,19.99,52.0
B03,N07,21.11,54.0
B03,N08,22.45,57.0
B03,N09,24.16,60.0
B03,N10,26.04,64.0
B03,N11,28.07,70.0
B03,N12,29.97,74.0
B04,A01,2.69,10.0
B04,A02,3.25,12.0
B04,A03,3.52,14.0
B04,A04,4.31,16.0
B04,A05,4.87,19.0
B04,A06,5.41,21.0
B04,A07,6.45,23.0
B04,A08,7.13,25.0
B04,A09,8.65,28.0
B04,A10,9.58,30.0
B04,A11,11.64,33.0
B04,A12,13.0,36.0
B04,A13,14.08,39.0
B04,A14,16.08,42.0
B04,A15,18.71,46.0
B04,B01,2.45,8.0
B04,B02,2.22,6.0
B04,B03,1.74,4.0
B04,B05,0.85,2.0
B04,B06,2.19,5.0
B04,B07,4.05,8.0
B04,B08,5.45,11.0
B04,B09,7.09,14.0
B04,B10,8.69,17.0
B04,B11,10.39,21.0
B04,B35,1.07,2.0
B04,C01,2.69,10.0
B04,C02,2.97,16.0
B04,C03,3.32,17.0
B04,C04,3.83,19.0
B04,C05,5.07,22.0
B04,C06,5.54,24.0
B04,C07,5.38,21.0
B04,C08,5.97,22.0
B04,C09,6.3,24.0
B04,C10,6.61,26.0
B04,C11,8.08,29.0
B04,C12,9.48,31.0
B04,C13,10.12,33.0
B04,C14,10.78,35.0
B04,C15,11.3,36.0
B04,D01,2.95,16.0
B04,D02,3.29,18.0
B04,D03,3.26,16.0
B04,D04,3.36,22.0
B04,D05,3.56,24.0
B04,D06,3.81,26.0
B04,D07,4.26,28.0
B04,D08,4.5,29.0
B04,D09,5.79,33.0
B04,D10,6.41,35.0
B04,D11,7.44,37.0
B04,D12,9.06,40.0
B04,D13,10.4,43.0
B04,E01,2.53,15.0
B04,E02,2.65,16.0
B04,E03,3.01,18.0
B04,E04,3.36,16.0
B04,E05,2.84,13.0
B04,E06,2.19,5.0
B04,E07,3.47,13.0
B04,E08,4.59,16.0
B04,E09,6.4,19.0
B04,E10,8.79,22.0
B04,F01,2.45,8.0
B04,F02,2.75,14.0
B04,F03,3.26,16.0
B04,F04,3.88,18.0
B04,F05,4.11,20.0
B04,F06,5.13,22.0
B04,F07,6.4,25.0
B04,F08,7.13,27.0
B04,F09,7.57,30.0
B04,F10,8.8,32.0
B04,F11,10.49,35.0
B04,G01,6.35,32.0
B04,G02,7.74,35.0
B04,G03,8.71,38.0
B04,G04,10.07,41.0
B04,G05,11.31,44.0
B04,J02,13.24,43.0
B04,J03,16.55,49.0
B04,K01,6.1,25.0
B04,K02,6.6,27.0
B04,K03,7.07,28.0
B04,K04,7.62,30.0
B04,K05,9.94,34.0
B04,K06,11.73,37.0
B04,K07,14.03,41.0
B04,K08,16.52,44.0
B04,N01,13.55,42.0
B04,N02,14.18,44.0
B04,N03,14.89,46.0
B04,N04,15.44,48.0
B04,N06,21.06,56.0
B04,N07,22.17,58.0
B04,N08,23.51,61.0
B04,N09,25.21,64.0
B04,N10,27.12,68.0
B04,N11,29.07,74.0
B04,N12,30.95,78.0
B05,A01,3.46,12.0
B05,A02,3.95,14.0
B05,A03,4.16,16.0
B05,A04,4.79,18.0
B05,A05,5.28,21.0
B05,A06,5.75,23.0
B05,A07,6.79,25.0
B05,A08,7.42,27.0
B05,A09,8.86,30.0
B05,A10,9.75,32.0
B05,A11,11.77,35.0
B05,A12,13.12,38.0
B05,A13,14.19,41.0
B05,A14,16.2,44.0
B05,A15,18.82,48.0
B05,B01,3.24,10.0
B05,B02,3.04,8.0
B05,B03,2.58,6.0
B05,B04,0.85,2.0
B05,B06,1.35,3.0
B05,B07,3.24,6.0
B05,B08,4.65,9.0
B05,B09,6.29,12.0
B05,B10,7.88,15.0
B05,B11,9.58,19.0
B05,B35,1.91,4.0
B05,C01,3.46,12.0
B05,C02,3.7,18.0
B05,C03,4.03,19.0
B05,C04,4.51,21.0
B05,C05,5.73,24.0
B05,C06,6.27,26.0
B05,C07,6.16,23.0
B05,C08,6.76,24.0
B05,C09,7.11,26.0
B05,C10,7.43,28.0
B05,C11,8.91,31.0
B05,C12,10.31,33.0
B05,C13,10.95,35.0
B05,C14,11.61,37.0
B05,C15,12.12,38.0
B05,D01,3.74,18.0
B05,D02,4.09,20.0
B05,D03,4.09,18.0
B05,D04,4.2,24.0
B05,D05,4.41,26.0
B05,D06,4.66,28.0
B05,D07,5.1,30.0
B05,D08,5.31,31.0
B05,D09,6.44,35.0
B05,D10,6.96,37.0
B05,D11,7.9,39.0
B05,D12,9.42,42.0
B05,D13,10.71,45.0
B05,E01,3.28,17.0
B05,E02,3.34,18.0
B05,E03,3.41,16.0
B05,E04,2.96,14.0
B05,E05,2.26,11.0
B05,E06,1.35,3.0
B05,E07,2.68,11.0
B05,E08,3.8,14.0
B05,E09,5.64,17.0
B05,E10,8.01,20.0
B05,F01,3.24,10.0
B05,F02,3.56,16.0
B05,F03,4.09,18.0
B05,F04,4.72,20.0
B05,F05,4.96,22.0
B05,F06,5.98,24.0
B05,F07,7.24,27.0
B05,F08,7.97,29.0
